sentenceID,gold_label,sentence
105778,0,"""If growth is flat or negative in the second and third quarters, it will be very difficult for the government to reach its 0.3 percent growth target this year,"" said Fabrice Montagne, economist at Barclays, saying his bank would revise down its 0.4 percent growth forecast for this year."
103456,0,Dr. Douglas said they set up the study in such a way that they could determine if any one of the 25-plus traits they asked about had any measurable effect on milk production.
102701,0,"Some investors worry that Apple might have lost its chief visionary with Jobs, or that new management may struggle to stay ahead of the pack as rivals innovate and encroach on its turf."
110982,0,The North Carolina legislature approved a bill that would require new primaries if the state elections board called for a new vote in an election.
112383,0,"That kind of encounter, or worse, could erupt if Mr. Trump sends a large number of National Guard troops to join the high number of other personnel already guarding the border, Defense Department officials said.."
107394,0,"When making my modest purchase, I asked the Barista if she or a co-worker had ever asked anyone at a table to place an order, or had ever told someone they could not use the restroom unless they ordered."
110344,0,"Pfizer said that if the trial were to prove successful it would be able to offer ""creative"" pricing because it owned all three of the medicines."
109037,0,"""If your dog is in competitions for dog shows or gets groomed every week, I would consider the vaccine more strongly,"" said Dr. Jerry Klein, chief veterinary officer for the American Kennel Club."
111616,0,"In WebMD Message Boards, if you turn on the email notification for posts you have created or participated in, you'll receive an email when there has been any activity on those posts."
107917,0,"Any such statements, other than statements of historical fact, are likely to be affected by other unknowable future events and conditions, including elements of the future that are or are not under the Company's control, and that the Company may or may not have considered; accordingly, such statements cannot be guarantees or assurances of any aspect of future performance."
108919,0,Boeing has said that if its machinists reject a proposed eight-year pact it will open talks on alternative locations for the assembly of the jet's fuselage and composite wings - the longest ever designed for a U.S.-manufactured airliner.
104967,0,"22! Welcome to Morning Trade, where your host wants to wish a happy shutdown Monday to all the federal workers out there who had to stay home this morning."
106159,0,"Even if the economy does not slow as expected next year, the budget goal will likely remain unrealistic."
107259,0,"One issue that could come into play is Citibank's fiduciary duty to Otillar, if it had any."
114385,0,"If so it will fail."" MARKETS EU sources indicated a range of possible steps to aid Greece had been discussed among officials, from loan guarantees extended by rich EU states to having a German state-owned development bank buy Greek government bonds."
108794,1,"- D.C. universities would have owed $111 million in property taxes last year, if they weren't exempt nonprofits."
113305,0,"Patients can already order hereditary risk tests through a doctor, most commonly to see if they are predisposed to different types of cancer."
101939,0,"""It's not just trying to influence the government; it's trying to influence the American public."" He added, of Mr. Craig's case, ""If they can establish the facts, then I think it's a pretty serious violation.""."
108138,1,"If we had true portability in health insurance, like we do in every other insurance market, the number of the uninsured would drop dramatically."
109399,0,"But Cianci proved to be a great SimCity player, perhaps because ""[h]e was the only candidate who had taken the trouble to scribble his expenses on a scratchpad."" Cianci defeated Lippitt in the real life election by 317 votes: SimCity may not have made the difference, but it probably didn't hurt."
108153,0,"Even though exports plunged a record 26 percent in January-March and companies slashed inventory, there were signs at the end of the quarter that world trade may have begun to pull out of a dive triggered by the global financial crisis."
111851,0,"He had wanted the bill to contain ""triggers"", automatic tax rises that would kick in if deficits ballooned."
106078,0,"IBM Global Financing, a unit of the world's largest technology services company, will take a stake of up to 5 percent in the troubled southern Chinese lender if the Citigroup bid was successful, the sources said."
106070,0,"If European leaders followed through on commitments made at a June summit to tackle the debt crisis ""there are reasons to hope the situation will improve,"" she added."
111527,0,But this wish keeps us focused on negative outcomes and ready for disappointment.
101152,0,"If a litigant can't afford surgery to correct problems allegedly caused by medical devices, the funders will step in to purchase medical bills at a deep discount from physicians, hospitals and others who have provided care to the patient."
109286,0,"The CEO told Time: ""If your mission is to connect the world, then a billion might just be bigger than any other service that had been built."
106758,0,Some feel it would be worth offering more sweeteners (such as reducing the Turkish garrison or more help finding the bodies of missing Greek-Cypriots) if they can shame the Greeks into coming back to the table.
114136,0,"Kline: Well, it suggests, I could have your burrito delivered to a remote location where you could then go pick it up."
113292,0,"Our HR leader at the time had said in the article, ""If you'd like a copy of our handbook, just drop me an email,"" and had put her personal email in the article."
101194,0,"If it contains sperm, then the simpler technique usually can be used."
109291,0,"People can sign up after the deadline if they experience certain ""life changes"" like having a baby, getting married or losing employer-sponsored insurance."
107192,0,"China's exports jumped 45.7 percent in February from a year earlier but the growth may have been exaggerated by the low base, while imports were growing at a faster clip due to robust domestic, slashing the trade surplus, he said."
111199,0,"While they extended Twist, many officials were skeptical the decision would have much effect, the minutes said."
101881,1,"Following this, the Cape at the bottom of the market in 1929 would have dipped below 10, as it did at previous bear market bottoms, and sent a far less ambiguous signal that the worst had been plumbed."
110903,1,"""Curtis Hill is not our employee; if he was, he would already have been fired,"" the lawmakers said in the statement."
100294,1,Tomar says these findings suggest that snuff use may be keeping smokers in the market who otherwise might have quit on the condition that they had quite snuff.
107162,0,"You can actually go into fulminant liver failure, and if you don't recover from the liver failure, you could die."
102559,0,"Medical investigators must now determine whether the infection is spreading and, if so, how many people may have become infected."
113133,0,The researchers said this may have been because it is an intermittent condition.
113177,0,"If it is illegal, I'll do everything I can to get the money back."" Among the CEOs answering questions on how they spent taxpayer money were Kenneth Lewis of Bank of America, who told lawmakers he urged Merrill executives to reduce their bonuses substantially."
104684,0,"Out of curiosity, Dr. Sartor emailed eight prominent prostate cancer specialists asking if they, too, offered immunotherapy drugs to patients on the off-chance the treatments would help.."
102537,0,"The volunteers were checked to see if they had any reasons why they could not have an MRI scan and were given blood tests to check for lipids, anaemia and glucose."
109415,0,"As a result, if we declare a cash distribution, our stockholders who have not ""opted out"" of our DRIP will have their cash distributions automatically reinvested in additional shares of our common stock, rather than receiving cash."
110203,0,"When asked if Spain was in a worse situation than Greece, he replied that while the country had much lower public debt it must rein in its deficit."
109633,0,"And if you're depressed, you may have a greater chance of developing Type 2 diabetes."
109500,0,The agency said it would turn the matter over to the Justice Department if payment was not received by August 29.
113461,0,"I would point out that I don't know what all those guys were doing, what were they called, the Brooks Brothers Brigade in Florida in 2000, appear to have rented a similar bus and are appearing together at town hall meetings throughout the country."
113332,0,McRitchie said he hoped Citigroup would quickly adopt the changes if approved by a majority of shareholders.
101450,0,"""If someone suddenly collapses, you can help, but if you do nothing, that person will almost certainly die,"" Bobrow says."
106543,1,"While Alltel may not have attracted other bids, its investors will never know what would have happened if the auction had run its course."
106648,0,"""Deleveraging has already started in the last months and it will become even harsher if the funding markets do not reopen, allowing banks to access funds at reasonable prices."" Enria said financial markets have been putting more pressure on banks during the sovereign crisis than regulators."
102394,0,"Andra Gillespie, an associate professor of political science at Emory University, said Ms. Abrams' strategy could be considered a ""moral victory"" if she made it to the November election and matched or surpassed the votes Mr. Nunn and Mr. Carter posted - even if she lost.."
101405,0,"The second is so that you don't get influenza and spread it to people who might have a very serious case of it, or perhaps are so ill that even if we gave the ill person the vaccine, they won't respond very well."
114384,0,"By that time, Apple may have exhausted its penetration into the consumer marker and will face price competition from a host of rivals to its iPhone and iPad, said Becker."
111695,0,"If it's someone well liked by the Street, maybe they will realize that it's one of their own in a top post and they'll be happy about it."" ""The debt ceiling is the most pressing issue."
102531,0,"When asked if the committee would continue to put in money, Mr. Gorman noted that it had reserved a substantial advertising buy but added, ""Right now, we have nothing to announce either way.""."
111230,0,"[In an exchange posted on her campaign website, she recently told a South Florida news outlet, ""If we have the opportunity, would I vote to impeach the president? Absolutely.""] I have said I will vote for impeachment if the evidence is there."
105193,0,"If a stable column of mud has been set up in the well, keeping the oil at bay through its sheer weight, the next step would be to set cement in the well and seal it off permanently."
101089,0,"Vigilance is the watchwordAlthough the powerful stock rally off the market's March 2009 low may have lulled stock investors into believing that all is well while Father Bernanke's on watch, investors should be their own sentries."
111655,0,"Were Japan to run a current account deficit, it would spell trouble because it would mean the country cannot finance its huge public debt -- already twice the size of its $5 trillion economy -- without overseas funds."
111708,0,Richard Burr warned that staff members - particularly young ones - could be ensnared by the legislation's reporting requirements if their holdings are controlled by their parents or family members and trades are made unbeknownst to them.
104823,0,"A major indicator that the administration could have problems agreeing on a final $200 billion list is the difficulty it had in handling the $50 billion list earlier this summer, Scissors noted."
108144,0,"If what you care about most is a candidate's chances next November, then pretending otherwise is an artificial exercise, particularly if it's just in the service of making a better judgment about electability."
110551,0,"'An affront to creeps': Mosychuk would berate staffers, calling them ""worthless"" or ""garbage,"" interrupt their bathroom breaks and make them take the stairs instead of the elevator if she was angry, according to several former employees."
101313,0,"I don't expect it to be free, but if I can't get somewhat affordable health insurance, my dream will likely die."
105906,0,"Even before joining Trump, he wrote an unsolicited memo arguing outright that a president cannot be charged with obstruction of justice if the underlying actions fall under his lawful authority and the accusations are false - the same argument he made at Wednesday's hearing."
109694,1,"""The only thing I would say is, we could have done some of the education ourselves, and I would have done a request for proposal earlier,"" he said."
100087,1,And the complaints about Mr Norquist would not be half as loud if he were not so successful.
113976,0,"If you continue to follow the course, then the legacy that you leave behind will not be the legacy that you left behind as the finance minister."
112801,0,"When they attack me, if I don't attack back -- You know, the press could say, 'Oh, he should act more presidential.' And then like a couple of days ago, I gave a speech, they said, 'That was so presidential.' I can be presidential."
111656,0,"Scientists assert that audible sounds cannot cause this kind of neurological damage; the Jama paper suggests that the whine may have been a consequence, rather than a cause, of the brain changes."
110518,0,"He notes, for example, that if a patient on Vioxx died due to an accident, it may very well have been a heart attack that led to the accident."
107362,0,"If Kavanaugh is confirmed by the Senate in a vote planned on Saturday, Trump will have succeeded in placing his second justice on the top U.S."
111278,1,If only they had adhered to conservative principles...things would have been DIFFERENT.
104535,0,Vietnam would want to renegotiate requirements in areas like labor reform and intellectual property rights if it were to continue without U.S.
100257,0,"He believed if people cooked with a piece of iron when they boiled soup every day, it may provide similar benefits in a country that largely cooks with aluminium pots."
111838,1,"As I suggested in my last post, we might have been spared all these agonised reflections on the failure of our institutions had the Fed done what I think it ought to have done."
100619,0,"Skocpol warned of ""mechanistic over-optimism,"" writing that ""things will look very different if Trump is re-elected, as he may very well be."" The current state of politics ""is no ordinary cyclical turn,"" she notes."
112762,0,"We could lower the long-term rating to 'AA' within the next two years if we see that less reduction in spending than agreed to, higher interest rates, or new fiscal pressures during the period result in a higher general government debt trajectory than we currently assume in our base case."
102278,0,"If the Supreme Court upholds the federal law, says Mr Thurston, the Utah Health Exchange would not be derailed, but its adoption would remain limited to small business."
110804,0,"Currently, at most hospitals nurses monitor patients for new strokes and, if one is suspected, patients must be moved to a hospital's radiology unit for a test known as a CT perfusion scan, which is the standard way to measure blood flow and oxygenation."
110028,0,"We would want to be sure that if we were given that very important responsibility that we had adequate powers, authority, expertise, and so on to make sure we could do it effectively ..."
104904,0,"Someone can ruin her life with compulsive gambling behavior that is maintained by avoidance and by the monopoly of the thrill, and another person might have only the mildest withdrawal effects maintaining a caffeine addiction."
112776,0,"If Mr. Cox does win, Democrats will have gained seven House seats in California alone - a historic wipeout for Republicans, who had long dominated certain regions of California despite being outnumbered statewide.."
107457,0,"If Genzyme fails to meet its deadlines, the company, which has already been forced to disgorge $175 million in profits from past sales of drugs made at the Boston plant, could be required to pay $15,000 a day per affected drug until it is back in compliance."
106909,0,"Yet in a scenario of intensified trade tensions, policy makers would probably shift to strong stimulus, particularly if combined effects of external and domestic demand pressures lead to widespread unemployment and corporate distress."
106681,0,"If a white woman got mitochondria from an Asian woman, for example, her babies would be white, with no traces of the Asian mitochondrial donor."
113718,0,"In other words, to win a majority under the prior lines, Democrats would have had to win either every single Clinton seat or some of the districts carried by Trump even though Clinton won the state, a sign of the GOP's gerrymander."
110587,0,People familiar with the matter said Valeant boss was urgently trying to restructure the tie-up and would consider ending it if things did not improve.
100356,0,"""He asked if he would meet with my family - we had just lost my son,"" Mr. Biden said."
101987,0,"If you don't have the courage to own up to it, then reverse it."
101729,0,"Facebook will tell lawmakers ""that 126 million of its users may have seen content produced and circulated by Russian operatives, many times more than the company had previously disclosed,"" according to testimony obtained by the Washington Post."
102027,0,"By May, they'd have had almost half a year to campaign while Smith's had to sit things out, but Vermont's primary isn't until August, so there would be time for the well-liked Smith to make up lost ground."
104491,0,"In side-stepping the question of Mr Madison's continued culpability for a murder he cannot recall, the justices may have fulfilled Congress's wishes when it passed AEDPA and Bill Clinton signed it."
102622,0,"Without a stimulus bill, Obama has said the country faces a possible economic ""catastrophe."" With some 3.6 million jobs shed since the recession began in December 2007, heavy equipment maker Caterpillar Inc would be able to to rehire some of its 20,000 laid-off workers if the stimulus package passed, Obama said."
104702,0,"If confirmed by the Senate, one of Rice's first duties likely would be consideration, and potentially approval, of the controversial mega-project."
111826,0,SYDNEY: It's also a test for Democrats to see if they can win back voters who went for Obama and then switched and supported Trump.
100174,0,"And, as such, he's also a victim of Hu's embezzlement, which neither Chunghwa Investment nor judicial authorities in Taiwan are bothering to call ""alleged."" Now, Hu, if he thought about it at all, may have justified his actions by believing that he was taking money from several government agencies, which are the major shareholders of Chunghwa Investments."
100514,0,"The supplemental indenture to the applicable indenture implementing the proposed amendments with respect to a series of Notes will be executed promptly upon receipt of the Requisite Consents at which time such supplemental indenture will become effective, but the proposed amendments will become operative only upon the payment of the applicable Consent Fee. If the Consent Fee is not paid pursuant to a consent solicitation, the applicable proposed amendments will not become operative and be deemed to be revoked retroactively to the date of the applicable supplemental indenture. Upon the proposed amendments becoming effective and operative, all the holders of the applicable series of Notes and their respective transferees will be bound by the terms thereof, even if they did not deliver consents to the proposed amendments."
114078,0,"Having lost a father when we were very young ( I was seven and my sister nine) my sister and I may have felt that men were fragile, that they might easily desert us, disappear, leave not a rack behind."
104337,0,"Yes, if safe services are not in place, then there will be practitioners who will provide unsafe services."
105322,0,"(Reuters) - The Federal Reserve should raise interest rates ""in the coming months"" if the economy picks up as expected and jobs continue to be generated, U.S."
103875,0,"Drivers should have time to safely take the vehicle to a Ford or Lincoln/Mercury dealer if they do so when the warning signal is first lit, Ford said."
108560,0,"Who wins this could have significant ramifications on future candidacies in redistricting years: If Osborn is able to take this seat despite the full power of Sacramento supporting Butler, it might provide impetus for other challengers to buck the system in redistricting years."
104542,0,"CAN Italy ever become a stable, two-party democracy? Recent events have left many Italians wondering if the answer might be no."
113918,0,"Another banker who has worked with Pfizer in the past warns the friendly talks with Allergan might not necessarily lead to a deal, because the Irish group had become steadily larger through a string of acquisitions that may have made it harder to swallow - even for a giant such as Pfizer."
